sender,text,intent,label
GLOBEATHOME,"Hi! I-register na ang iyong GFiber Prepaid account sa GlobeOne app para masimulan ang UNLI internet experience! Maaari kang mag-avail ng up to 3 UNLISurf promos. Sa GlobeOne, pumunta sa GFiber Prepaid dashboard > Buy Promos > Subscribe. Pwede ring mag-load via GCash: tap Load > Broadband > GFiber Prepaid, at pumili ng promo. May FREE UNLISurf199 (7 Days UNLI) ka rin for every successful referral! Hanapin ang referral code mo sa dashboard at i-share sa social media.",Commercial Spam,1
+63900****000,"[NAME]. Get your all prizes here on W+! Just register and Claim your 100% CASINO WELCOME BONUS! upto P5,000+ Register now for free! wplus8rich.com",Gambling Scam,3
+63640****000,"[NAME]. Lucky anniv! 500 in, grab your 300 reward. Go for it! ph77.buzz/ucj9",Prize Scam,10
BDO Deals,BUY NOW PAY LATER at 0% interest up to 24 months at MemoXpress! Enjoy up to P3K OFF on smartphones with your BDO Credit Card until 6/30/26. T&Cs apply DTI246796,Commercial Spam,1
BDO Deals,"40% OFF at Pancake House with BDO Credit Cards P2.5K min dine-in bill Max P2K OFF 5/19-6/30, Mon-Fri Search Pancake House on BDO web for T&C. DTI224584",Commercial Spam,1
+63981****798,"[Complete Name!],Red envelope ng mga bago dumating na, pinduin para kunin ang ¤10 http://9dv1t8.com",Investment Scam,6
+6396194***66,Narito ang isang libreng 170 pesos na may posibilidad na makakuha ng higit pa. https://ppgaming.ph/hey15,Gambling Scam,3
+63981****070,"Remote Job Opening! A US-based digital agency is looking for Filipino Virtual Assistants and Data Encoders. Salary starts at ?45,000 to ?70,000/month with complete HMO and weekend off. No prior experience required as training is provided. To schedule an online interview, email your CV to gregr1914@gmail.com",Job Scam,7
+63946****490,"Tandaan na makatanggap ng pang-araw-araw na pag-login na pulang sobre! Pulang sobre P17, manalo ng P182372! Anong panalo! 177bet.win",Gambling Scam,3
+63910****511,"Para sa limitado lamang mkha ng P5,000 bonus Magister n po kyo http://t-t.ink/0faaq 100 GET 100, 1000 GET 1000, 2000 GET 2000, 24/7 Immediate Cash In/Out",Investment Scam,6
ntc,2/2 I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA NTC HOTLINE 1682.,HAM,5
BDO Deals,"Up to 50% OFF + up to P600 EXTRA savings on Plains & Prints and RAF End of Season Sale fr Jan 6-31, 2025. Search Plains & Prints on BDO web for T&C DTI210362",Commercial Spam,1
+63946****357,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177betb.xyz,Gambling Scam,3
+63963****042,Celebrate Weekend & Payday with a Bang at GoJackpot! Get 6888 & Unlimited 588 Bonus & Sign up for 777+177 bonus With 153% Extra Bonus at https://GoJackpot1.icu,Gambling Scam,3
+6395084***42,"Sumali sa PWIN777! Tangkilikin ang pinakamahusay na deposito at pulang sobre na alok! Sa unang deposito na P100, may 100% bonus! risu.io/LH9KP",Gambling Scam,3
+63910****988,"(Bill Reminder) You have 47,568 to collect. Expire in 48 hours. Please get it now: bk.qa9.ca/nvk",Bank Scam,0
+63640****000,?gamebet?Nakarehistro sa ?8888 https://gamebet.li/yeo,Gambling Scam,3
+6398104***33,"Mag enjoy sa BARAHA at kumita, mag log in at pwede makakuha ng hanggang 2888 araw araw. L!NK: wegoo.live wow!q",Gambling Scam,3
+63981****607,"Hi! Saw your CV online, gusto kong i-offer sayo ang remote part-time job at maging kasama sa team. Reply mo lang sa email ko: dyhk754@gmail.com",Job Scam,7
+63981****669,"<REAL NAME> Eksklusibong alok! Depo 500, siguradong 300 para sa'yo. Ikaw lang ang may ganitong pagkakataon. sm77.ca/ertte",Gambling Scam,3
+63640****000,"Nangangarap ka bang gawing 50k ang 30 pesos mo? Sa Fortune Gems, posible yan! Sali na sa bonus.fm/hu3J13wQHKwT.",Prize Scam,10
+63900****000,"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. qyhg.bid",Job Scam,7
+63981****275,"[NAME],Magbibigay ng red envelope, may oportunidad makakuha ng ¤1000 http://lais7m.com",Investment Scam,6
+63981****124,"Hey <REAL NAME>, what's up? Get FREE SPIN at W+ when you log in today! Start winning big! surewinph1.com",Gambling Scam,3
+63948****880,"[Mabuhay] Congratulations, you are a lucky viewer, you have won 1000p, click to withdraw Click & Get it >>https://86952.bet",Prize Scam,10
+6391023***17,Philippines T@p to pl@y VIP99BET Year End 120% Dep05it B0Nu5 10000000 g1veaway Mobile Friendly s1gn uP N0W Now pse.is/4lzpsa,Gambling Scam,3
+63981****848,"f! Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P. web: panalot.live Claim now !",Gambling Scam,3
+63900****000,"W19 Games, ang tanging platform sa Pilipinas na tumatanggap ng GCash para sa mga deposito at withdrawal. Sumali ka na!w1904b.xyz",Bank Scam,0
+63900****000,"[NAME]., Real time BETTING & Real time WINNING on our LIVE GAMES at JACKPOT CITY! Sign up now and Enjoy your 100% WELCOME B0NUS, And have a chance to win iPhone 14PRO MAX. jackpotcity20bonus.com",Gambling Scam,3
BDO Deals,"Pay tuition in installments w/ your BDO Credit Card at 0% interest at Arellano University School of Law, Enderun Colleges, John Robert Powers or 0.70% add-on rate/mo. up to 36 mos. at Xavier School, ICA Greenhills, Miriam College & more. Offer is until June 30, 2025. Visit BDO website for T&Cs. DTI211526",Commercial Spam,1
+63900****000,"High rebates at 99BET, sign up to earn your bonus jn.99ly.xyz/Yy1gdlN1",Job Scam,7
+63997****771,The'Big.gest'PH'On.line'G.ames'with'24H'C.ash'In/Out http://phonline.quest/sUr SlGN'UP and GET'10k'F.REE'8k'Bo.n.u.s! W.i.n'Big'C.ash'Now,Prize Scam,10
+63985****877,"[NAME],Siguradong kikita na software, idownload na ang mybitglobal, magbukas ng account at may ¤10 http://casjp3.com",Investment Scam,6
BDO Deals,"Up to P500 OFF on Lazada Payday w/ BDO Credit Cards on Jun 15/30 & Jul 15/30, '24. Collect voucher w/ min P5K/P3K spend. Search Lazada on the BDO site DTI195465",Commercial Spam,1
+63929****658,"Join xrekm.com to become a RBET partner, zero investment, high profits! Free P1888",Gambling Scam,3
+63946****035,Nasa Pilipinas na ang W.PLUS! SUMALI PARA MANALO NG INSTANTLY 5500 BONUS AT 3% CASH BACK! sa bawat Deposito! FNLVUytf2B8= 7in3plus.com/Sw3rt3,Investment Scam,6
BDO Deals,"Up to P800 Cashback on Shopee 3.3 w/ BDO Credit Cards on Mar 2-4! Enroll your Promo ID 432A4649AA til Mar 5. For T&C, search Shopee on the BDO site. DTI250527",Commercial Spam,1
+63640****000,"Magparehistro para sa libreng ?7777, tumaya:?slots3.auction/Hz8PPCx",Gambling Scam,3
+6395180***47,Handa ka na bang mag-enjoy? Mag-avail ng 100% Welcome Bonus + 50% Live Casino Bonus hanggang 3000 pesos sa epcwnplays.de ngayon!,Gambling Scam,3
ntc,"HUWAG MANIWALA SA TEXT NA MAY PANGALAN NINYO AT ALOK NA TRABAHO, PABUYA O PERA. ITO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA NTC HOTLINE 1682",HAM,5
mayarewards,"Congratulations for successfully upgrading your account with Maya, your new all-in-one money app formerly known as PayMaya. You're 1 step closer to getting an extra reward! Earn an additional â‚±40 when you do your first transaction on Maya! Learn everything about Maya at maya.ph/maya-updates.",Commercial Spam,1
+63910****152,[peSoLoan]You Are Granted 8000 PeSo CreDit on Mar 2. Complete your file and apply. Get it in 12 hours. No meetup Visit: bit.ly/googleplay_09 opt-out:msg NO,Loan Scam,8
+63985****960,"Good News! (Name), Play more game on SBET x JILI to win IPHONE 14PRO MAX 256GB! Click and Sign up now @ sbetfreeph.com",Prize Scam,10
+63985****851,"l! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS up to 88888!!! web: baraha-e.site",Gambling Scam,3
+63970****825,"Do message my email for a talk regarding the urgent remote job vacancy, please: mesad45678@gmail.com",Job Scam,7
+63985****946,1000% Luck bonus on â‚±1000 balance. Register: coin0.tw/tSv,Gambling Scam,3
+63946****210,"Pinakasikat na online casino bet 86 Ang pinakamainit na larong sabong ay magsisimula na, lahat ay iniimbitahan sumali http://86952.bet",Gambling Scam,3
+63640****000,Celebrate Saturday with WinningPlus! Double Joy with 999p & new Users get 588p & 388p free. Get PayDay & Saturday Bonus for Total of 1998p Free at WinPlus16.icu,Prize Scam,10
+63962****463,Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa lvv65a118l.uk/?098ccv5ss,Gambling Scam,3
SMART,"Experience the power of Smart 5G today! Unlock ultra-fast speeds for gaming, streaming, and seamless video calls. Make the most of the full 5G experience by enabling 5G on your device. Here's how: 1. Go to Settings. 2. Select Cellular/Network Settings. 3. Ensure 5G is ON. Learn more: https://smart.com.ph/Pages/smart5G.",Commercial Spam,1
+63639****262,"CONGRATULATIONS! Araw-araw na suweld0 5000 raffle prize draw! Kai1angan lang ng 1-2 oras sa is@ng araw na claim window, magbayad ng raffle entry sa pareh0ng araw. Magdagdag ng entries dito: https://m5.gs/R3R1d0",Raffle Scam,11
+63640****000,"Libreng 100P event! Mag-register na ngayon! Enjoy ka sa Spins, bawat laro may bonus! 777sp.tw",Gambling Scam,3
+63900****000,"[NAME].,Sign up here at uninowph.com ,verify your account and Make a DEPOSIT using your GCASH and receive 3% BONUS!",Prize Scam,10
+6396490***09,Win a big price everyday up to 188K Bonus. Log in now!9910.Ð¾Ð¼ÑÐº.Ñ€ÑƒÑ,Gambling Scam,3
+63909****898,"I am inviting you to play and enjoy the weekend only here at bit.ly/JBGaming-PH. Register and get free P60, Easy WlN here. Invite your whole family!",Gambling Scam,3
+6390774***93,"Start Strong at SugarPlay! Enjoy a 3% bonus on all deposits and up to 58,888p in Daily Rebates. New members receive a 2000p Welcome Bonus! SPSlots.de!",Gambling Scam,3
SMART,Playoff action is here with NBA League Pass! Get superstar-level streaming for only P425/month with Smart Signature smrt.ph/nbaleaguepass,Commercial Spam,1
+63930****309,"<REAL NAME>, Join W+ now! Get 100% welcome bonus PHP1,000 + 3% Gcash Deposit Bonus. Enjoy 7% Daily Cashback up to 60,000! wpmines3.com",Gambling Scam,3
UnionBank,Get P100 cashback on your first-ever Pay Bills transaction with UnionBank Online! Promo runs â€˜til 15Junâ€™23. Visit UnionBank website for details. DTI162991s23,Commercial Spam,1
+63946****346,<REAL NAME> Kumita na sa SugarPlay! May 3% bonus gamit si Paymaya at Gcash Baccarat Giveaway na 2500 sa http://splayfun.com,Gambling Scam,3
+63639****924,"C0ngratulat1on, 1kaw @ng masuwerteng nanal0 sa Casino Spin Game! M@g s1gn up at kun1n @ng P 1999 playing credits ngay0n: https://th676.xyz",Gambling Scam,3
+63981****406,"DSWD NOTICE: Pinili ka bilang qualified beneficiary ng 4Ps cash assistance P15,000. Mag-register sa official portal: http://2xnvte.com",Government Spoofing,4
+63912****143,"Isang panibagong araw na naman at napakaganda ng panahon para mag-invest! Stay Goodvibes and Positive, palaguin ang puhunan mo at kumita araw-araw: fliptrip.ph/Liveapp. Marami ka pwedeng makilalang fellow investor dito.",Investment Scam,6
BDO Deals,"Enjoy 10% OFF on Philippine Airlines' base fares with your BDO Mastercard Credit Card. Book via mobile app or www .philippineairlines .com & use code MASTERCARD. Promo runs every Mon until 05/25/26, for travel starting 06/01/26. Search Philippine Airlines on BDO web for T&C. DTI253157",Commercial Spam,1
+63909****327,Your goods have been placed on hold. Please provide a new delivery address. http://phlpost.eu/iRb1y7,Delivery Scam,2
+63900****000,"[NAME]., Win brand new LOUIS VUITTON NANO Speedy Bag at W+! Play and get Free PHph20 Bonus! Sign up now wplusph.com",Gambling Scam,3
GCash,"Enjoy worry-free shopping! Pay lighter in 24 gives over 12 months with GGives. Shop with zero down payment, & no credit card needed. Mag-GGives na!",Commercial Spam,1
GLOBEATHOME,"Sana ay nasa mabuting kalagayan ka at ang iyong pamilya sa kabila ng patuloy na pag-ulan dulot ng Bagyong Uwan. Para manatiling ligtas, ito ang ilang paalala: 1) Store enough food and drinking water. 2) Have an emergency bag with a flashlight, batteries, candles, and a first-aid kit. 3) Be sure to charge your phones and power banks. 4) Prepare extra clothes and toiletry kit should there be a need to evacuate. 5) Always be updated on the latest news and LGU announcements. Salamat at ingat lagi!",Commercial Spam,1
+63910****540,"[Epicwin]: Stay entertained with EpicWin's Daily Cashback! Trusted Website: EpicWinsph1.eu Dive into the action with a 5,000p Slot Welcome Bonus!",Gambling Scam,3
+63969****385,"Bagong balita! Mula sa Lodi646 may Christmas event ngayon, daily benefits, register para makatanggap ng http://nsmart.pro",Gambling Scam,3
+63985****110,"Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%: https://tg777.zone/?a=428232",Gambling Scam,3
+63640****000,"Dear user, your ac count has a cash deposit of 199 P, please log in; https://www.adfhg.xyz To Receive",Prize Scam,10
GCash,Mag-book na habang maaga pa! I-GGives installments ang next flight mo sa AirAsia or Cebu Pacific! Tap Borrow > GGives to check your credit limit now.,Commercial Spam,1
+63909****956,Wag ng tumingin pa sa iba. Dahil ang hinahanap m0 at hinahanap ng iba ay nandit0 lang kay playbingo.com.ph/LegitAPP subukan m0 na walang mawawala sayo,Gambling Scam,3
+6393894***31,"UNIONBANK NOTICE:We have notice that someone's trying to open your UB account. Please be advice that you need to secure your Account immediately, Please visit unionbnk-accessph.biz",Bank Scam,0
NTC,"PSA: Para sa tamang datos tungo sa tamang hakbang at polisiya para sa sektor ng agrikultura, suportahan ang 2022 Census of Agriculture and Fisheries!",HAM,5
GLOBEATHOME,Hi! Nais naming ipaalam sa iyo na natapos na ang aming system activity. Pwede na ulit mag-register sa mga promos via GlobeOne. Salamat!,Commercial Spam,1
+63640****000,"Magparehistro para sa libreng ?7777, tumaya:?lucky9.auction/MonlD",Gambling Scam,3
+63900****000,"Mag-imbita ng mga kaibigan na mag-recharge, at makakakuha ka ng 166P pagkatapos mag-recharge ng 100P nang walang anumang turnover. phl777.tv",Prize Scam,10
+63900****000,Hi [NAME]. Your Order is Confirmed. Please Do Not Order Again On Our Website. Free Ship & Receive After 4-8 Days. COD Hotline 09276684198,Prize Scam,10
+63946****697,2.Mag-recharge ng 100p at makakuha ng 50K cash 1q2w3e7.ca,Gambling Scam,3
+63981****514,"[Full Name (not GCash)],Lahat ginagamit ako para kumita ng ¤1 milyon, wag na magpahuli http://gjgtjl.com",Investment Scam,6
+63917****045,âš«LET ME ASSIST YOU GET 50K-2M w/LOW RATE! NEED MORE DETAILS.. Txt/Call Ms.jen.09504250181,Loan Scam,8
+63910****401,Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa https://w19.ltd,Gambling Scam,3
+63640****000,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. kkkq.bid",Job Scam,7
+63981****529,"[INB@T] Amusement and benefit. Fast GCASH, Paymaya IN/OUT First deposit will get cash back 3%! https://paws.ind.in/7K4qm 6lKk",Investment Scam,6
NTC,"PHILHEALTH: Mag YES sa PhilHealth YAKAP para sa tuloy-tuloy na alaga.Â For assistance & guidance, call (02) 8662-2588. Please register to access your benefits.",HAM,5
+63981****708,"Kumita ng extra ?1,500 hanggang ?5,000 araw-araw gamit ang iyong cellphone lang! Simple lang ang gagawin: tumulong mag-rate ng mga sikat na hotel at products online para sa mga merchant partners natin. May libreng ?200 onboarding bonus pagka-register mo. Simulan ang iyong passive income journey dito: wplus4you.com/IBIG3Y",Investment Scam,6
+63970****669,"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: joylucky.tv/CPFk",Gambling Scam,3
+63951****350,"Join GJPwheel.eu and spin to win a Samsung Galaxy S23+ 5G! Plus, get a 130% bonus up to P1000!",Gambling Scam,3
+63912****677,"All platform wildplay betting up to P180,000! 200 GET 100, 2000 GET 2000, 10000 GET 11000, 24/7 Immediate Cash In/Out. MORE https://cutt.ly/wLtnGOJ",Gambling Scam,3
+6391090***08,"Ang 177bet ay mamimigay ng P1777777 pulang sobre araw-araw, matatanggap ito ng mga bago at lumang user! 177beth.info",Gambling Scam,3
+63900****000,"[NAME],Mag-login ngayon sa s-mt.ca/v7gu , [NAME]! Bibigyan ka agad ng 200, at bawat araw may tsansa kang manalo ng 577 sa P10 lang.",Gambling Scam,3
BDO Deals,"Avail Korean Air's exclusive fares w/ BDO Cards-USD261 (Economy), USD909 (Business) to Korea & USD467 (Economy), USD3,236 (Business) to USA & more. Book online or at ticket office 'til 05/28. Travel fr. 06/01/25-04/30/26. Search Korean Air Exclusive Sale on BDO web for T&Cs. DTI208437 & CAB0425-05-20-s.25",Commercial Spam,1
+63998****809,"The LAST pre-selling low-rise condo in BGC is now available in Special Low DP, 0% Int terms. Experience low density living with private elevator access per unit that promises overwhelming views of Forbes Park and BGC skyline at THE ALBANY. VERY RARE FIND, LIMITED UNITS await you. Choose from spacious 2BR to 3BR units with luxe finishing. *Very Prime Pre-selling Commercial lots at Maple Grove in Gen Trias. Cavite for Sale! For inquiries, please contact ANDREW @ +63917****689",Commercial Spam,1
