masked_celphone_number,text,intent,Cluster,
+63985****309,"Mag-log in para makatanggap ng hanggang 555, at magkaroon din ng pagkakataong manalo ng IPhone15Pro >>>  klv7o7bbea.uk",Prize Scam,,
+63946****380,"Ikaw ang maswerteng 5JL
Makatanggap ng P555 na 
bonus >>> ras525.pgwinwin.fi",Gambling Scam,,
+63968****592,"Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!",Raffle Scam,,
+63907****122,"Hey, Swerte ka! May 18-888 raffle ticket ka! Click dito: pluss.la/gzxy para makuha ang bonus mo!",Raffle Scam,,
+63968****850,"Wow, Amazing! May 18-888 raffle ticket ka! Punta na dito: pluss.la/2nzq para kunin ang bonus mo!",Raffle Scam,,
+63907****029,"Uy, Congrats! May 18-888 raffle ticket ka! I-click mo dito: pluss.la/2nh2 para sa bonus mo!",Raffle Scam,,
+63985****553,Magrehistro bilang isang miyembro at makakuha ng mga bonus! is suz17s7bct.uk,Prize Scam,,
+63910****460,Sali na sa ating photo contest promotion upang manalo ng kamangha-manghang premyo 666cc.la/Ej2D,Prize Scam,,
+63908****034,Your delivery attempt was unsuccessful. Please visit the link below to reschedule:                                                               phpost.tw,Delivery Scam,,
+63985****644,"Your DOMESTIC MAIL has been returned to your local post office, please click ph-post.la to complete the verification and request a re-delivery.",Delivery Scam,,
+63910****169,"5JL  registration free 1777 bonus, maaari kang sumalisa:                                                                                                           luck77.so          ",Prize Scam,,
+63962****993,"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.          ",Delivery Scam,,
+63962****993,"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.          ",Delivery Scam,,
+63910****873,"Exclusive benefits are waiting for you! Get a free umbrella, T-shirt, hat, and P200 bonus! Join our Telegram: @SpinsPHLive",Prize Scam,,
+63910****502,Na refund na sa iyong account ang P2210 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          gins32.ltd,Loan Scam,,
+63946****356,Magrehistro bilang isang miyembro at makakuha ng mga bonus! is sa1y7n7lbc.uk,Raffle Scam,,
+63962****076,"Good day from BancoDeOro,

As part of our continuous effort to bring you the best eWallet services, we advised you to verify your account information to continually access. Failure to do so will result in an account suspension.

Verify here: bdo.url-ph.tw",Bank Scam,,
+63985****414,PH Postal: Your Domestic MAIL has arrived and has been returned to the post office due to the need to verify the identity of the recipient.View: phlmh.tw,Delivery Scam,,
+63910****989,"Hello,<REAL NAME>!Register to play online and win P$50 at Slot Machine at 567cc.at/jMCg",Raffle Scam,,
+63951****439,Palakasin ang iyong first deposit at maglaro ng more games with 100% bonus at may free red envelope.                                                               wi96.mobi,Raffle Scam,,
+63946****674,"I found a BUG here at sa1y7n7lbc.uk , deposit 500P and win 10K. You can win money on every bet.",Gambling Scam,,
+63946****883,"I found a BUG here at sa1y7n7lbc.uk, deposit 100P and win 10K. You can win money on every bet.",Investment Scam,,
+63910****608,"Join us this Saturday and win up to 999p Bonus! Don't miss out!
WinPnow.eu
Spin now at WinningPlus and win a Xiaomi 14! Don't miss out!
",Raffle Scam,,
+63909****329,lawin888.de Unlock the Ultimate Prizes! CIaim 166P free now and get a chance to win up to 1OOO times your winnings!,Prize Scam,,
+63908****485,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
y6xte4ab.ca",Raffle Scam,,
+63946****051,"Don't miss Payday Bonanza at WinPnow.eu! Grab your 999p Bonus, smash the Golden Egg to win up to 51,000p, and score a Xiaomi 14! Play now for big wins",Prize Scam,,
+63910****276,"Payday Bonanza's arrived at WinPnow.eu! Get in for fun & huge wins! Claim 999p Bonus, smash the Golden Egg to win up to 51,000p & grab a Xiaomi 14",Prize Scam,,
+63930****775,"FG777: Ang bagong 1999 na libreng b0nus ay random na ipapamahagi sa lalong madaling panahon.Mag-log in ngayon para makatanggap
f77gg.ac/700",Raffle Scam,,
+63946****186,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: epcw.eu
 maglaro ngayun!",Raffle Scam,,
+63946****470,"Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!
website: epcw.eu
 maglaro ngayun!",Raffle Scam,,
+63929****621,PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View mdph.tw,Delivery Scam,,
+63962****414,PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View postph.tw,Delivery Scam,,
+63946****005,"Chill out with big wins! Get 7,777p Free Bonus at
 panaloka.de
 Coolly navigate the Mystery AMPAO to win 500,000p! Start your cool adventure!",Gambling Scam,,
+63910****148,"Oi,<REAL NAME>ready ka ba? CO777,mag-offer ng 88 sa mga bagong player. Mag-log in sa: titok.la/biyy !",Gambling Scam,,
+63930****049,"Wow,<REAL NAME> I-try ang CO777! May 188 na bonus pag nag-register ka. Suriin sa: titok.la/ry6a !",Gambling Scam,,
+63946****612,"Psst,<REAL NAME>gusto mo ba ng libre? CO777,magbigay ng 88 pag mag-register ka. Dalawin ang: titok.la/biyp !",Gambling Scam,,
+63930****128,"Kumusta,<REAL NAME> Sumali sa CO777 at may free 88 ka agad! Mag-click dito: titok.la/4f4z para magsimula!",Gambling Scam,,
+63930****643,"Kumusta,<REAL NAME> Sumali sa CO777 at may free 88 ka agad! Mag-click dito: titok.la/4f4z para magsimula!",Gambling Scam,,
+63946****899,"Exclusive coupon
Code: DIWATA88
Log in without deposit and receive up to bonus immediately
Limited quantity, daily limit 100 people
>>>diwata.tw",Gambling Scam,,
+63910****654,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: EpcWln.eu
 maglaro ngayun!",Gambling Scam,,
+63969****770,"good news for you. There is a BUG in this online betting website. Recharge 500P and get 1000P, which can be withdrawn immediately.  sp1a7v7otw.uk",Gambling Scam,,
+63999****669,"Big wins, small bets! 100 pesos becomes 50K in GPLAY Dare to win at
h7s3k00.ca",Gambling Scam,,
+63910****576,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu
 maglaro ngayun!",Gambling Scam,,
+63910****576,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu
 maglaro ngayun!",Gambling Scam,,
+63946****589,"Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!
website: EpcsWin.eu
 maglaro ngayun!",Gambling Scam,,
+63909****305,"Notice from BDO: In an ongoing effort to provide you with the best online banking services, we would like to request your account validation and continuously utilize digital banking and obtain an OTP. Proceed to mybdo.web-ph.uk. Failure to do so will result in an account suspension.",Bank Scam,,
+63946****421,"This website has a BUG. Deposit 500 and get 500 bonus, and you can withdraw immediately. It will expire tomorrow, come and make money.  jk1by67a7q.at",Investment Scam,,
+63962****533,Join 177bet and get 888P bonuses for free. Win 50K grand prize  jk1by67a7q.at,Gambling Scam,,
+63962****533,Join 177bet and get 888P bonuses for free. Win 50K grand prize  jk1by67a7q.at,Gambling Scam,,
+63910****909,"Hi Epic FAM , huwag kalimutang i-claim ang iyong sign in reward araw-araw sa INBOX , CLAIM AT MANALO ng 100% Website : EpcWinPh.eu 
 maglaro ngayun!",Gambling Scam,,
+63908****980,"<REAL NAME> libreng raffle alert! Manalo ng hanggang 777 sa s-mt.ca/bjpb . 'Yan ang hinahanap mo, di ba? Sali na sa s-mt.ca/v6vd",Gambling Scam,,
+63985****632,Good news for you!This website has a BUG. Deposit 500P and get 500P as a gift. Withdraw funds immediately  pl5n7x7mal.at,Gambling Scam,,
+63930****128,"May Bonanza package! Magdeposito at makakuha ng 3 araw na libreng kredito UP to 300 p at 100% welcome bonus. Website : epwinph.eu
 Maglaro ngayon!",Gambling Scam,,
+63985****929,Good news for you! This website has a BUG. Recharge 500P and get 500P free. You can withdraw money immediately v1i77ba1et.at,Gambling Scam,,
+63910****646,"[Epicwin]: Experience the thrill of victory with EpicWin's Daily Cashback! Get up to 5000p Slot Welcome Bonus!
 Trusted Website: EpicWph.eu

Play Now!",Gambling Scam,,
+63930****787,"Good day from GCash,

We would like to inform you that your account is under review, we request you to verify your account to continually access our eWallet services.

Verify here: 
titan.is/GCashUpdateAdvisory",Bank Scam,,
+63912****210,"Your payday just got better with GoJackpot! Claim 6,888p bonus now!

GoJpot.eu

Dreaming of the Samsung Galaxy S23+? Spin now for your chance to win it!",Gambling Scam,,
+63968****892,Win Big with a 228% bonus up to 10766 PHP! Daily Crazy 200% depo 100 Free 200p & Spin and Win  50K Cash! Super Deal at                            k28ph.tw,Gambling Scam,,
+63930****764,"Get Set for the Payday Bonanza! Claim Your 999p Bonus Tomorrow!

WinPlusNa.eu

Try your luck in the spin game to win a Xiaomi 14! Enjoy 588p + 388p Bonus!",Gambling Scam,,
+63908****362,"<REAL NAME>Sumali na at tamasahin ang 2% na unlimited rebate, libreng P57 madaling kunin, at may deposit 100 get 100 na promo sa s-mt.ca/v7w4",Gambling Scam,,
+63910****540,"[Epicwin]: Stay entertained with EpicWin's Daily Cashback!

Trusted Website: EpicWinsph1.eu

Dive into the action with a 5,000p Slot Welcome Bonus!",Gambling Scam,,
+63985****418,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e8.ca",Gambling Scam,,
+63910****988,"(Bill Reminder) You have 47,568 to collect.
Expire in 48 hours.
Please get it now:
bk.qa9.ca/nvk",Bank Scam,,
+63910****811,"Banco De Oro

You're having issues with account security. Please review them now at centi.ai/BDO-Online

Sincerely, BANCO DE ORO",Bank Scam,,
+63930****504,"Tara na, libreng 100 pesos ang naghihintay sa'yo!

spinsnow.eu

Mag-Enjoy sa Spins, bawat laro ay may mga bonus! Mag-sign up na!",Gambling Scam,,
+63910****756,"Elevate your gaming prowess with WinningPlus! Enjoy a 100% deposit bonus !

WinPlusna.eu

And win up to P10,000! Join now!",Gambling Scam,,
+63946****826," Long time no see, this is a 999P gift, sana matanggap mo  17a7be1t.at
",Prize Scam,,
+63985****044,"Magdeposito ng 100P, makakuha ng 100P na libre
1q2w3e8.ca",Investment Scam,,
+63985****296,"Mag-recharge ng 100p at makakuha ng 50K cash
1q2w3e7.ca",Gambling Scam,,
+63930****171,"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p !

Panalokawins.eu

Claim your 300% FIRST BONUS! sign up now",Gambling Scam,,
+63946****697,"2.Mag-recharge ng 100p at makakuha ng 50K cash
1q2w3e7.ca",Gambling Scam,,
+63985****426," I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 2i1v7y7.at
",Gambling Scam,,
+63930****779,"1.Magdeposito ng 100P, makakuha ng 100P na libre
1q2w3e7.ca",Gambling Scam,,
+63964****736,"APP download reward P18Promotion details: 
URL:  lvjili.eu

New members get a free P18 download bonus and can claim up to PHP 777P",Prize Scam,,
+63910****592,"Ready Exciting Weekend at Sbet! Enjoy 200% Deposit Bonus With Free 3,000p!

Sbetwin.eu

Win Big Now from Weekend Special Prize Pool & Get Up to 22% Extra Bonus",Prize Scam,,
+63985****000,"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p ! Claim your 300% FIRST BONUS! sign up now PanaloKa3.eu",Gambling Scam,,
+63930****993,"Join WinningPlus now for a 100% bonus + 7% daily bonus, up to 60,00 bonus! Don't miss out on your chance to win big!  Winplusph1.eu",Gambling Scam,,
+63910****327,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins88.eu,Prize Scam,,
+63964****102,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : Epicwins2.eu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Gambling Scam,,
+63999****946,"Long time no see, this is a 999P gift, sana matanggap mo  1k9k.cfd",Prize Scam,,
+63930****367,"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanloKa.eu",Gambling Scam,,
+63985****026,"Long time no see may good news ako sayo mamaya. 18po.cfd
",Gambling Scam,,
+63910****257,"2.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e5.ca",Gambling Scam,,
+63910****397,"Good day from GCash, 
 
As part of our continuous effort to bring you the best eWallet services, we request you to verify your account information to continually access. Failure to do so will result in an account suspension. 
 
Verify here: centi.ai/GCashContactSupport",Bank Scam,,
+63946****382,"2.I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo.
1q2w3e5.ca",Gambling Scam,,
+63910****366,"Thanks, God, it's Saturday! New members get 588 Free, and upcoming PAYDAY blast offers 999p. Join now at WinPlusph.eu",Gambling Scam,,
+63964****677,"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanloKa.eu",Gambling Scam,,
+63985****399,Triple gaming fun sa first deposit with 200% bonus.â€Ž id2a.nz/x9M,Gambling Scam,,
+63910****121,"<REAL NAME> [SVIP]Special na alok: 300 depo, 200 na bonus. Lahat sila, nakuha na. Ikaw, swerte mo, claim na! s-mt.ca/4f2h",Gambling Scam,,
+63985****035,b9k.co.za  Makatanggap ng 18P nang libre at manalo ng 200K na cash0,Gambling Scam,,
+63910****520,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : epicwins1.eu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Gambling Scam,,
+63910****399,"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.eu",Gambling Scam,,
+63930****589,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins99.eu,Gambling Scam,,
+63946****950,b9k.co.za  Mag-recharge ng 100P. Magbahagi ng 500K pulang sobre araw-araw;,Gambling Scam,,
+63930****985,Ready for non-stop excitement? Join now to claim your 1177p Welcome Bonus & compete for a chance to win a SAMSUNG GALAXY S23+ in Slots Tournament! GoJackpot2.eu,Gambling Scam,,
+63981****544,"Maglaro nang may extra confidence, libreng deposito handog namin para sayo. 46tnt.de/bKPIU",Gambling Scam,,
+63985****374,17a.co.za Makatanggap ng 18P nang libre at manalo ng 200K na cash/,Gambling Scam,,
+63910****718,"<REAL NAME> Eksklusibong alok! Depo 500, siguradong 300 para sa'yo. Ikaw lang ang may ganitong pagkakataon. s-mt.ca/ertrq",Gambling Scam,,
+63970****285,"Limited bonus and Red envelope giveaway only at JILI747, Have 3 Chances to Win up to PHP 1,000 ! Today at 6 pm, 8 pm and 10 pm. Come get yours now! jili747.eu",Gambling Scam,,
+63985****415,"2.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e1.ca",Gambling Scam,,
+63930****122,"Get April's top offer at GoJackpot! Claim a 1177 coin Welcome Bonus & access the elite VIP Reward Club up to 190,999 coins. Join now at GoJackpot1.eu",Gambling Scam,,
+63912****809,"You can get a commission of 77,777 per day. Come with me, I will give you 7-777 right now bet808.tw/M1t",Gambling Scam,,
+63985****389,"You can get a commission of 77,777 per day. Come with me, I will give you 7-777 right now bonus10.tw/uOyWx",Gambling Scam,,
+63981****669,"<REAL NAME> Eksklusibong alok! Depo 500, siguradong 300 para sa'yo. Ikaw lang ang may ganitong pagkakataon. sm77.ca/ertte",Gambling Scam,,
+63985****873,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spin77.eu,Gambling Scam,,
+63910****492,"6Big wins, small bets! 100 pesos becomes 50K in 177bet Dare to win at     12sg.cfd",Gambling Scam,,
+63912****538,"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.eu",Gambling Scam,,
+63910****440,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : Epicwinph.eu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Gambling Scam,,
+63985****893,"kuya, ate   Magdeposito at makakuha ng 100% bonus. Ang 100P ay nanalo ng 20K  1ast.cfd",Gambling Scam,,
